CustomerID,top_risk_drivers,top_protective_drivers,model_explanation
13145,"monetary_total, frequency_orders, orders_last_30d","orders_last_60d, recency_days, spend_last_60d","Main churn-risk drivers: monetary_total, frequency_orders, orders_last_30d. Main factors reducing churn risk: orders_last_60d, recency_days, spend_last_60d."
13147,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, spend_last_60d."
13148,"trend_orders_30_vs_90, spend_last_60d, orders_last_90d","frequency_orders, orders_last_60d, monetary_total","Main churn-risk drivers: trend_orders_30_vs_90, spend_last_60d, orders_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, monetary_total."
13149,"frequency_orders, spend_last_60d, monetary_total","orders_last_60d, recency_days, monetary_mean","Main churn-risk drivers: frequency_orders, spend_last_60d, monetary_total. Main factors reducing churn risk: orders_last_60d, recency_days, monetary_mean."
13151,"frequency_orders, recency_days, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
13155,"recency_days, frequency_orders, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: recency_days, frequency_orders, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
13157,"monetary_total, frequency_orders, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: monetary_total, frequency_orders, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
13158,"orders_last_30d, monetary_total, spend_last_60d","orders_last_60d, recency_days, frequency_orders","Main churn-risk drivers: orders_last_30d, monetary_total, spend_last_60d. Main factors reducing churn risk: orders_last_60d, recency_days, frequency_orders."
13159,"frequency_orders, orders_last_30d, monetary_total","orders_last_60d, recency_days, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, orders_last_30d, monetary_total. Main factors reducing churn risk: orders_last_60d, recency_days, trend_orders_30_vs_90."
13161,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
13162,"trend_orders_30_vs_90, spend_last_90d, spend_last_60d","recency_days, trend_spend_30_vs_90, frequency_orders","Main churn-risk drivers: trend_orders_30_vs_90, spend_last_90d, spend_last_60d. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, frequency_orders."
13165,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
13166,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
13167,"frequency_orders, monetary_total, trend_orders_30_vs_90","orders_last_60d, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: orders_last_60d, recency_days, trend_spend_30_vs_90."
13168,"orders_last_60d, monetary_total, frequency_orders","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: orders_last_60d, monetary_total, frequency_orders. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
13169,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
13171,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
13173,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
13174,"recency_days, frequency_orders, orders_last_60d","spend_last_60d, monetary_total, trend_orders_30_vs_90","Main churn-risk drivers: recency_days, frequency_orders, orders_last_60d. Main factors reducing churn risk: spend_last_60d, monetary_total, trend_orders_30_vs_90."
13178,"spend_last_60d, trend_orders_30_vs_90, orders_last_90d","frequency_orders, monetary_total, orders_last_60d","Main churn-risk drivers: spend_last_60d, trend_orders_30_vs_90, orders_last_90d. Main factors reducing churn risk: frequency_orders, monetary_total, orders_last_60d."
13183,"trend_orders_30_vs_90, orders_last_30d, spend_last_60d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_30d, spend_last_60d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
13184,"trend_orders_30_vs_90, orders_last_90d, monetary_total","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_90d, monetary_total. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
13185,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
13186,"frequency_orders, spend_last_60d, orders_last_30d","orders_last_60d, recency_days, spend_last_90d","Main churn-risk drivers: frequency_orders, spend_last_60d, orders_last_30d. Main factors reducing churn risk: orders_last_60d, recency_days, spend_last_90d."
13187,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
13189,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, spend_last_60d."
13192,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, monetary_mean."
13194,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_60d."
13196,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
13198,"trend_orders_30_vs_90, spend_last_60d, orders_last_90d","frequency_orders, monetary_total, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, spend_last_60d, orders_last_90d. Main factors reducing churn risk: frequency_orders, monetary_total, recency_days."
13199,"orders_last_30d, trend_orders_30_vs_90, orders_last_90d","frequency_orders, orders_last_60d, monetary_total","Main churn-risk drivers: orders_last_30d, trend_orders_30_vs_90, orders_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, monetary_total."
13200,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
13203,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_60d."
13207,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
13208,"orders_last_60d, monetary_total, trend_orders_30_vs_90","trend_spend_30_vs_90, spend_last_60d, frequency_orders","Main churn-risk drivers: orders_last_60d, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, frequency_orders."
13209,"spend_last_60d, trend_orders_30_vs_90, orders_last_90d","monetary_total, frequency_orders, orders_last_60d","Main churn-risk drivers: spend_last_60d, trend_orders_30_vs_90, orders_last_90d. Main factors reducing churn risk: monetary_total, frequency_orders, orders_last_60d."
13210,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
13211,"frequency_orders, monetary_total, spend_last_60d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, spend_last_60d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
13213,"monetary_total, trend_orders_30_vs_90, spend_last_90d","recency_days, trend_spend_30_vs_90, frequency_orders","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, spend_last_90d. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, frequency_orders."
13216,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
13217,"monetary_total, trend_orders_30_vs_90, frequency_orders","orders_last_60d, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, frequency_orders. Main factors reducing churn risk: orders_last_60d, recency_days, trend_spend_30_vs_90."
13218,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_60d."
13220,"orders_last_60d, monetary_total, frequency_orders","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: orders_last_60d, monetary_total, frequency_orders. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
13221,"frequency_orders, orders_last_60d, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, orders_last_60d, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
13223,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
13224,"frequency_orders, orders_last_60d, trend_orders_30_vs_90","spend_last_90d, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, orders_last_60d, trend_orders_30_vs_90. Main factors reducing churn risk: spend_last_90d, trend_spend_30_vs_90, spend_last_60d."
13225,"monetary_mean, monetary_median, trend_orders_30_vs_90","monetary_total, frequency_orders, recency_days","Main churn-risk drivers: monetary_mean, monetary_median, trend_orders_30_vs_90. Main factors reducing churn risk: monetary_total, frequency_orders, recency_days."
13226,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
13227,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
13229,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
13230,"trend_orders_30_vs_90, orders_last_90d, spend_last_90d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_90d, spend_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
